קוד,Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
1535,ELATROLET 10MG 50TAB,50.0,6.62,9.08,10.53,2011
4583,ELIDEL CREAM 1% 15G,15.0,61.9,83.26,96.58,2011
4619,ELIDEL CREAM 1% 30G,30.0,123.81,154.76,179.52,2011
2960,ELMEX GELEE 25GR,25.0,15.52,21.26,24.66,2011
3070,ELOCOM CREAM 15GR,15.0,12.28,16.82,19.52,2011
3509,ELOCOM LOTION 20ML,20.0,15.68,21.49,24.93,2011
3055,ELOCOM OINT 15GR,15.0,12.63,17.3,20.07,2011
6138,ELOXATIN 100MG IV SOL FOR INF VIAL 20ML,1.0,1188.21,1396.14,1619.52,2011
6384,ELOXATIN 200MG 5MG/ML VIAL 40ML,1.0,2021.27,2374.99,2754.99,2011
6139,ELOXATIN 50MG IV SOL FOR INF VIAL 10ML,1.0,617.39,725.43,841.5,2011
263,ELTROXIN 100MCG 100T,100.0,17.55,24.04,27.89,2011
2458,ELTROXIN 50MCG 100T,100.0,11.6,15.89,18.43,2011
4073,EMADINE 0.05% 5ML,5.0,41.69,56.08,65.05,2011
4969,EMEND 1X125MG+2X80MG CAPS,3.0,302.0,354.85,411.63,2011
6506,EMILY 21TAB,21.0,18.17,24.89,28.87,2011
6507,EMILY 3X21TAB,63.0,54.5,73.3,85.03,2011
3770,ENALADEX 10MG 30TAB,30.0,12.37,16.95,19.66,2011
3771,ENALADEX 20MG 30TAB,30.0,24.79,33.96,39.39,2011
3769,ENALADEX 5MG 30TAB,30.0,11.27,15.44,17.91,2011
4328,ENALAPRIL 10MG 30TAB,30.0,12.37,16.95,19.66,2011
4329,ENALAPRIL 20MG 30TAB,30.0,24.79,33.96,39.39,2011
4330,ENALAPRIL 5MG 30TAB,30.0,11.27,15.44,17.91,2011
4638,ENBREL  25MG 4VIALS,4.0,2537.02,2980.99,3457.95,2011
6395,ENDOMETRIN 100MG 30 VAG.TAB,30.0,,,,2011
6396,ENDOMETRIN 100MG 45 VAG.TAB,45.0,,,,2011
4080,ENDOXAN 1G/50ML 1INJ,1.0,37.53,51.41,59.64,2011
4081,ENDOXAN 500MG/25ML 1INJ,1.0,19.04,26.08,30.26,2011
984,ENGERIX B 20MCG/ML ADULT VIAL,1.0,73.78,99.24,115.11,2011
983,ENGERIX B PEDIATRIC,1.0,46.98,63.19,73.3,2011
3508,ENTOCORT 3MG 100CAP,100.0,407.82,479.19,555.86,2011
922,ENTUMINE 40MG 30TAB,30.0,12.35,16.92,19.62,2011
437,EPANUTIN 100MG 100C,100.0,24.69,33.83,39.24,2011
4488,EPIFOAM TOPICAL AEROSOL 10GR,10.0,,,,2011
1322,EPIPEN 0.3MG/0.3ML AUTO-INJECTOR,1.0,182.12,227.65,264.07,2011
1323,EPIPEN JR. 0.15MG/0.3ML AUTO-INJECTOR,1.0,182.12,227.65,264.07,2011
3291,EPIVIR 150MG 60TAB,60.0,881.62,1035.9,1201.64,2011
4776,EPIVIR 300MG 30TAB,30.0,819.92,963.41,1117.56,2011
3382,EPIVIR ORAL SOL240ML,240.0,242.76,285.24,330.88,2011
6469,EPOPROSTENOL TEVA 0.5MG VIAL,1.0,631.87,742.44,861.23,2011
6470,EPOPROSTENOL TEVA 1.5MG VIAL,1.0,1535.0,1803.62,2092.2,2011
4569,EPREX/PROTECS 10000 IU/1ML 6 SYRINGES,6.0,2236.07,2627.39,3047.77,2011
4570,EPREX/PROTECS 1000IU/0.5ML 6 SYRINGES,6.0,267.98,314.87,365.25,2011
4571,EPREX/PROTECS 2000 IU/0.5ML 6 SYRINGES,6.0,513.71,603.6,700.18,2011
6157,EPREX/PROTECS 20000 IU/0.5ML 1SYRINGE,1.0,879.56,1033.48,1198.84,2011
6158,EPREX/PROTECS 30000 IU/0.75ML 1SYRINGE,1.0,1222.93,1436.94,1666.85,2011
4572,EPREX/PROTECS 3000IU/0.3ML 6 SYRINGES,6.0,670.82,788.22,914.33,2011
4726,EPREX/PROTECS 40000 IU/ML 1 SYRINGE,1.0,1611.77,1893.83,2196.85,2011
4573,EPREX/PROTECS 4000IU/0.4ML 6 SYRINGES,6.0,894.43,1050.95,1219.11,2011
4427,EPREX/PROTECS 5000IU/0.5ML 6SYRINGES,6.0,1118.04,1313.69,1523.89,2011
4428,EPREX/PROTECS 6000 IU/0.6ML 6SYRINGES,6.0,1341.64,1576.43,1828.66,2011
4429,EPREX/PROTECS 8000 IU/0.8ML 6SYRINGES,6.0,1788.86,2101.91,2438.22,2011
6403,ERAXIS 100MG 30ML VIAL LYOPHILIZED POWDER FOR INJ.,1.0,1892.57,2223.77,2579.57,2011
6541,ERBITUX 5MG/ML 100ML,100.0,4803.92,5644.61,6547.74,2011
6540,ERBITUX 5MG/ML 20ML,20.0,960.78,1128.92,1309.55,2011
6766,ERDOTIN 300MG 20CAPS,20.0,29.6,40.55,47.03,2011
6392,ERYTHROCIN LACTOBIONATE I.V. VIAL 1G/VIAL 20ML,1.0,41.42,55.7,64.62,2011
1089,ERYTHROPED GRANULES 60ML,60.0,6.35,8.7,10.09,2011
1540,ERYTHROTEVA 125 60ML,60.0,11.0,15.08,17.49,2011
1537,ERYTHROTEVA 200 60ML,60.0,6.35,8.7,10.09,2011
1538,ERYTHROTEVA 250MG10TAB,10.0,3.84,5.26,6.11,2011
1539,ERYTHROTEVA 400 60ML,60.0,24.52,33.59,38.96,2011
1541,ERYTHROTEVA 500MG10TAB,10.0,15.35,21.03,24.39,2011
6283,ESCITALOPRAM TEVA 10MG 30TAB,30.0,86.74,116.66,135.33,2011
6496,ESCITALOPRAM TEVA 20MG 30TAB,30.0,124.64,155.8,180.73,2011
2754,ESKAZOLE 400MG 60TAB,60.0,324.01,380.71,441.63,2011
6270,ESMERON 10MG/ML 5ML 10 VIAL,10.0,204.02,239.72,278.08,2011
4254,ESRACAIN 1% 50AMP/10ML,50.0,87.24,117.34,136.11,2011
6606,ESRACAIN INJECTION 2% 50AMP/10ML,50.0,210.56,247.41,287.0,2011
4807,ESTELLE 35 21TAB,21.0,14.79,20.27,23.51,2011
4808,ESTELLE 35 21X3TAB,63.0,44.38,59.7,69.25,2011
6364,ESTO 10 28TAB,28.0,80.95,108.88,126.3,2011
6365,ESTO 20 28TAB,28.0,116.33,145.41,168.68,2011
4082,ESTRACYT 140MG 100CAP,100.0,611.04,717.97,832.85,2011
531,ESTRADERM TTS 100MCG,6.0,18.19,24.93,28.91,2011
530,ESTRADERM TTS 25MCG,6.0,16.38,22.45,26.04,2011
532,ESTRADERM TTS 50MCG,6.0,18.41,25.22,29.26,2011
3867,ESTROFEM 1MG 28TAB,28.0,16.31,22.34,25.92,2011
2694,ESTROFEM 2MG 28TAB,28.0,19.24,26.36,30.58,2011
6493,ETODOLAC ER TEVA 400MG 21TAB,21.0,,,,2011
6494,ETODOLAC ER TEVA 600MG 20TAB,20.0,59.71,80.31,93.16,2011
4781,ETODOLAC TEVA 400MG 30TAB,30.0,,,,2011
3493,ETOPAN 200MG 20CAP,20.0,,,,2011
3600,ETOPAN 300MG 30CAP,30.0,22.15,30.35,35.2,2011
4869,ETOPAN 400MG 20 XL TAB,20.0,,,,2011
3419,ETOPAN 400MG 30TAB,30.0,,,,2011
4418,ETOPAN XL 600MG 20 SR TAB,20.0,59.71,80.31,93.16,2011
6290,EUCREAS 50/850MG 60 FC TAB,60.0,210.07,246.83,286.33,2011
264,EUMOVATE CREAM 25GR,25.0,11.76,16.11,18.69,2011
265,EUMOVATE OINT 25GR,25.0,13.11,17.97,20.84,2011
6239,EVIANA 28 TAB,28.0,,,,2011
3618,EVISTA 60MG 28TAB,28.0,125.39,156.74,181.82,2011
4083,EVOREL 100 8PATCH,8.0,23.45,32.12,37.26,2011
4084,EVOREL 25 8PATCH,8.0,15.16,20.77,24.09,2011
3553,EVOREL 50 8PATCH,8.0,30.85,42.27,49.03,2011
4085,EVOREL 75 8PATCH,8.0,22.14,30.33,35.18,2011
4459,EVOREL CONTI  8 PATCH,8.0,75.12,101.03,117.19,2011
4458,EVOREL SEQUI  4+4 PATCH,8.0,64.08,86.19,99.98,2011
4723,EVRA 3 PATCHES,3.0,43.89,59.04,68.48,2011
4724,EVRA 9 PATCHES,9.0,131.68,164.6,190.93,2011
3633,EXELON 1.5MG 28CAPS,28.0,166.26,207.82,241.07,2011
3634,EXELON 3MG 28CAPS,28.0,171.76,214.7,249.06,2011
4564,EXELON 4.5MG 28CAPS,28.0,175.37,219.21,254.28,2011
4565,EXELON 6MG 28CAPS,28.0,180.03,225.03,261.04,2011
6223,EXELON PATCH 10 30 PATCH,30.0,382.11,448.98,520.81,2011
6224,EXELON PATCH 10 60 PATCH,60.0,764.21,897.95,1041.62,2011
6221,EXELON PATCH 5 30 PATCH,30.0,381.28,448.01,519.69,2011
6222,EXELON PATCH 5 60 PATCH,60.0,762.56,896.01,1039.37,2011
6148,EXFORGE 10MG/160MG 28TAB,28.0,122.86,153.58,178.15,2011
6149,EXFORGE 10MG/320MG 28TAB,28.0,,,,2011
6146,EXFORGE 5MG/160MG 28TAB,28.0,118.43,148.04,171.72,2011
6147,EXFORGE 5MG/320MG 28TAB,28.0,,,,2011
6145,EXFORGE 5MG/80MG 28TAB,28.0,91.88,123.58,143.35,2011
4925,EXJADE 125MG 28 DISPERS TAB,28.0,856.9,1006.86,1167.96,2011
4926,EXJADE 250MG 28 DISPERS TAB,28.0,1798.41,2113.13,2451.24,2011
4927,EXJADE 500MG 28 DISPERS TAB,28.0,3304.78,3883.12,4504.42,2011
6591,EXODERIL CREAM 15GR,15.0,14.06,19.27,22.35,2011
4668,EZETROL 10MG 30TAB,30.0,184.13,230.17,266.99,2011
6737,FABRAZYME 35MG/VIAL,1.0,17390.4,20433.72,23703.12,2011
6461,FABRAZYME 5MG/ML VIAL,1.0,2484.33,2919.08,3386.14,2011
3425,FAMO 20MG FC 30TAB,30.0,24.7,33.84,39.26,2011
3426,FAMO 40MG FC 30TAB,30.0,48.02,64.59,74.93,2011
3629,FAMOTIDINE-T 20MG30TAB,30.0,24.7,33.84,39.26,2011
3630,FAMOTIDINE-T 40MG30TAB,30.0,48.02,64.59,74.93,2011
329,FANSIDAR 3TAB,3.0,6.8,9.32,10.81,2011
1090,FASIGYN 500MG 4TAB,4.0,12.82,17.57,20.38,2011
4828,FASLODEX 250MG/5ML PREFILLED SYR,1.0,2036.76,2393.2,2776.11,2011
2857,FAVOXIL 100MG 30TAB,30.0,46.98,63.18,73.29,2011
2856,FAVOXIL 50MG 60TAB,60.0,50.22,67.55,78.35,2011
6346,FEIBA NF 500IU/VIAL,1.0,1664.48,1955.76,2268.69,2011
4028,FELDENE 20MG 12SUPP,12.0,23.48,32.16,37.31,2011
1091,FELDENE 20MG 30CAP,30.0,27.82,38.12,44.21,2011
3637,FEMARA 2.5MG 30TAB,30.0,459.48,539.89,626.27,2011
4656,FEMINET 1X21TAB,21.0,17.94,24.58,28.51,2011
4657,FEMINET 3X21TAB,63.0,53.82,72.39,83.97,2011
1093,FEMULEN 0.5MG 28TAB,28.0,6.38,8.73,10.13,2011
4746,FEMULEN 0.5MG 3X28TAB,84.0,19.13,26.2,30.4,2011
2469,FENISTIL DROPS 20ML,20.0,11.11,15.23,17.66,2011
6024,FENTA 100 5 PATCH,5.0,286.42,336.54,390.39,2011
6615,FENTA 12MCG/HOUR 5PATCHES,5.0,56.65,76.2,88.39,2011
6021,FENTA 25 5 PATCH,5.0,87.51,117.7,136.53,2011
6022,FENTA 50 5 PATCH,5.0,162.79,203.49,236.04,2011
6023,FENTA 75 5 PATCH,5.0,231.52,272.04,315.57,2011
6248,FERRIPROX 500MG 100TAB,100.0,1022.24,1201.13,1393.31,2011
6387,FINASTERIDE TEVA 5 MG 30 TAB,30.0,59.0,79.36,92.05,2011
806,FLAGYL 250MG 20TAB,20.0,9.63,13.19,15.3,2011
804,FLAGYL 500MG 10VAG TAB,10.0,9.43,12.92,14.99,2011
807,FLAGYL SUSP 4% 120ML,120.0,11.98,16.41,19.03,2011
6361,FLAME 21TAB,21.0,18.17,24.89,28.87,2011
6362,FLAME 3X21TAB,63.0,54.5,73.3,85.03,2011
2826,FLAREX DROPS 5ML,5.0,10.09,13.82,16.04,2011
2065,FLEXIN 30MG 3AMP,3.0,31.38,42.99,49.87,2011
4029,FLIXONASE NASULE DROPS 4X7STRIPS,28.0,75.05,100.95,117.1,2011
2817,FLIXONASE SPRAY 120DOSES,120.0,39.08,52.57,60.98,2011
3537,FLIXOTIDE DISK 100MCG 60DOSES,60.0,43.88,59.02,68.47,2011
3538,FLIXOTIDE DISK 250MCG 60DOSES,60.0,84.99,114.31,132.6,2011
3539,FLIXOTIDE DISK 500MCG 60DOSES,60.0,165.17,206.46,239.49,2011
3540,FLIXOTIDE DISK 50MCG 60DOSES,60.0,27.11,37.15,43.09,2011
4030,FLIXOTIDE INH CFC FREE 125MCG 120DOSES,120.0,122.87,153.58,178.16,2011
4031,FLIXOTIDE INH CFC FREE 250MCG 120DOSES,120.0,171.05,213.81,248.02,2011
4784,FLIXOTIDE INH CFC FREE 50MCG 120DOSES,120.0,45.31,60.94,70.7,2011
4032,FLIXOTIDE NEBULES 0.5MG/2ML 10AMP,10.0,45.89,61.72,71.6,2011
4033,FLIXOTIDE NEBULES 2MG/2ML 10AMP (20ml),20.0,139.68,174.6,202.54,2011
6038,FLOLAN 1500MCG IV VIAL,1.0,1535.0,1803.62,2092.2,2011
6037,FLOLAN 500MCG IV VIAL,1.0,631.87,742.44,861.23,2011
6359,FLORET 21TAB,21.0,17.59,24.09,27.95,2011
6360,FLORET 3X21TAB,63.0,52.76,70.96,82.31,2011
2872,FLUANXOL 1MG 100TAB,100.0,29.37,40.24,46.67,2011
2635,FLUANXOL 3MG 100TAB,100.0,47.66,64.1,74.36,2011
2710,FLUANXOL DEPOT INJ 20MG 1ML,1.0,9.29,12.73,14.76,2011
2712,FLUANXOL DEPOT INJ100MG1ML,1.0,37.18,50.94,59.09,2011
2711,FLUANXOL INJ40MG 2ML,1.0,14.38,19.69,22.85,2011
6056,FLUARIX 15MCG/DOSE 0.5ML,1.0,22.77,31.2,36.19,2011
6608,FLUCANOL 100MG 7CAPSULES,7.0,95.89,119.87,139.04,2011
6609,FLUCANOL 150MG 1 CAPSULE,1.0,22.9,31.38,36.4,2011
6610,FLUCANOL 200MG 7CAPSULES,7.0,166.55,208.19,241.5,2011
6607,FLUCANOL 50MG 7CAPSULES,7.0,44.05,59.24,68.72,2011
4623,FLUCONAZOLE 150 1CAP,1.0,22.9,31.38,36.4,2011
6770,FLUCONAZOLE 2MG/ML 1VIAL 100MG/50ML,50.0,36.06,49.4,57.31,2011
6782,FLUCONAZOLE 2MG/ML 1VIAL 200MG/100ML,100.0,72.12,97.0,112.52,2011
6203,FLUCONAZOLE TEVA 150MG 1CAPS,1.0,22.9,31.38,36.4,2011
4417,FLUDARA 10MG 20TAB,20.0,2403.89,2824.57,3276.5,2011
2239,FLUDECATE 1ML 5AMP,5.0,70.44,94.74,109.9,2011
6442,FLUMIST 10 DOSES INTERNASAL SPRAY,10.0,,,,2011
6002,FLUORESCEINE NOVARTIS 10X5ML,10.0,113.29,141.61,164.27,2011
4258,FLUTAMIDE-TEVA 250MG 100TAB,100.0,225.77,265.28,307.72,2011
3256,FLUTINE 20MG 30CAP,30.0,34.58,47.37,54.95,2011
2803,FLUVIRIN 1AMP O.5ML,1.0,32.07,43.93,50.96,2011
6116,FLUVOXAMINE TEVA 100MG 30TAB,30.0,46.98,63.18,73.29,2011
6115,FLUVOXAMINE TEVA 50MG 60TAB,60.0,50.22,67.55,78.35,2011
1299,FML LIQUIFILM 5ML,5.0,10.09,13.82,16.04,2011
3216,FORADIL 12MCG 60CAPS,60.0,108.58,135.72,157.44,2011
4730,FORTEO PEN INJECTOR 3ML,1.0,2050.58,2409.43,2794.94,2011
6399,FORTICAL NASAL SPRAY 200UI/DOSE 3.7ML,3.7,216.69,254.61,295.35,2011
3336,FORTUM 1G INJ,1.0,37.17,50.92,59.07,2011
4977,FORTUM 2G 1VIAL,1.0,83.49,112.3,130.27,2011
3576,FOSALAN 10MG 30TAB,30.0,79.45,106.85,123.95,2011
4036,FOSALAN 5MG 30TAB,30.0,,,,2011
4037,FOSALAN ONCE-WEEKLY 70MG 4TAB,4.0,52.35,70.41,81.67,2011
6305,FOSAVANCE 70/5600IU 4 TAB,4.0,89.08,119.82,138.99,2011
6491,FOSRENOL 1000MG 90 CHEWTAB,90.0,1145.84,1346.36,1561.77,2011
6490,FOSRENOL 500MG 90 CHEW TAB,90.0,780.0,916.5,1063.14,2011
6489,FOSRENOL 750 MG 90 CHEWTAB,90.0,1072.02,1259.62,1461.16,2011
6066,FOSTIMON 150 IU 10 VIALS,10.0,1471.52,1729.03,2005.67,2011
6065,FOSTIMON 75IU 10 VIALS,10.0,784.76,922.1,1069.63,2011
6196,FRAGMIN 10000 IU/0.4ML,5.0,133.63,167.04,193.77,2011
4255,FRAGMIN 10000 IU/ML 10 INJ,10.0,305.55,359.02,416.46,2011
4371,FRAGMIN 2500UI/0.2ML 10INJ,10.0,91.7,123.33,143.06,2011
4370,FRAGMIN 5000UI/0.2ML 10INJ,10.0,174.12,217.65,252.48,2011
6195,FRAGMIN 7500 IU/0.3ML 10 INJ,10.0,200.02,235.02,272.63,2011
4038,FRAXIPARINE 2850 IU Axa/0.3ML 10S.INJ,10.0,108.79,135.99,157.75,2011
4905,FRAXIPARINE 3800 IU Axa/0.4ML 10S.INJ,10.0,108.25,135.31,156.96,2011
4039,FRAXIPARINE 5700 IU Axa/0.6ML 10S.INJ,10.0,191.59,239.49,277.81,2011
6267,FRISIUM 10MG 30TAB,30.0,14.41,19.74,22.9,2011
2568,FUCICORT CREAM 15GR,15.0,25.54,35.0,40.6,2011
2688,FUCIDIN 250MG 12TAB,12.0,46.89,63.07,73.16,2011
4930,FUCIDIN CREAM 30GR,30.0,32.07,43.94,50.97,2011
2569,FUCIDIN I.V.INF1+1,1.0,,,,2011
4931,FUCIDIN OINT 2% 30GR,30.0,32.15,44.05,51.1,2011
2622,FUCITHALMIC VISCOUS EYE DROPS 5GR,5.0,17.21,23.57,27.35,2011
6391,FUROSEMIDE FRESENIUS 20MG/2ML 10 VIALS,10.0,16.7,22.88,26.54,2011
1548,FUSID 20MG/2CC 5AMP,5.0,8.35,11.44,13.27,2011
6478,FUSID 40MG 30TAB,30.0,6.86,9.4,10.9,2011
1549,FUSID 40MG 50TAB,50.0,11.43,15.67,18.17,2011
3843,GABAPENTIN-TEVA 300MG 100CAPS,100.0,105.46,131.82,152.92,2011
3844,GABAPENTIN-TEVA 400MG 100CAPS,100.0,139.51,174.39,202.29,2011
6291,GALVUS 50MG 56TAB,56.0,193.88,227.81,264.26,2011
6663,GANFORT 3ML EYE DROPS,3.0,80.29,107.99,125.27,2011
6303,"GARDASIL QUADRIVALENT HUMAN PAPILLOMAVIRUS (TYPES 6,11,16,18)SYR",1.0,543.16,638.22,740.33,2011
2244,GASTRO 40MG 20TAB,20.0,32.02,43.86,50.88,2011
6546,GEMCITABINE TEVA 1000 MG/VIAL 50ML,1.0,339.39,398.78,462.59,2011
6547,GEMCITABINE TEVA 200 MG/VIAL 14ML,1.0,70.48,94.79,109.96,2011
6140,GEMZAR 1 G IV INJ VIAL,1.0,339.39,398.78,462.59,2011
6141,GEMZAR 200 MG IV INJ VIAL,1.0,70.48,94.79,109.96,2011
4041,GENOTROPIN 16IU CARTRIDGE,1.0,724.12,850.84,986.97,2011
4042,GENOTROPIN 36UI CARTRIDGE,1.0,1563.72,1837.37,2131.35,2011
1550,GENTAMICIN-IKA 25AMP,25.0,209.39,246.04,285.4,2011
2186,GENTATRIM  DERMAL CREAM 15GR,15.0,10.94,14.99,17.39,2011
2187,GENTATRIM OINT 15GR,15.0,16.98,23.26,26.99,2011
4499,GEODON 20MG 30CAPS,30.0,246.83,290.03,336.43,2011
4500,GEODON 20MG 60CAPS,60.0,493.66,580.05,672.86,2011
4501,GEODON 40MG 30CAPS,30.0,231.39,271.88,315.38,2011
4502,GEODON 40MG 60CAPS,60.0,462.77,543.76,630.76,2011
4503,GEODON 60MG 30CAPS,30.0,277.51,326.07,378.24,2011
4504,GEODON 60MG 60CAPS,60.0,555.01,652.14,756.48,2011
4505,GEODON 80MG 30CAPS,30.0,239.78,281.74,326.82,2011
4506,GEODON 80MG 60CAPS,60.0,479.56,563.49,653.64,2011
1325,GESTONE 10AMP50MG/ML,10.0,260.02,305.52,354.4,2011
1551,GILEX 10MG 30CAP,30.0,5.97,8.18,9.49,2011
1552,GILEX 25MG 30CAP,30.0,9.26,12.68,14.71,2011
2903,GLAUCOCARPINE 1% 9ML,9.0,6.36,8.71,10.11,2011
2904,GLAUCOCARPINE 2% 9ML,9.0,8.37,11.46,13.29,2011
2905,GLAUCOCARPINE 3% 9ML,9.0,8.8,12.05,13.98,2011
2906,GLAUCOCARPINE 4% 9ML,9.0,11.43,15.66,18.16,2011
6220,GLAUTAN 2.5 ML EYE DROPS,2.5,65.22,87.73,101.76,2011
1555,GLIBETIC 5MG 100TAB,100.0,34.06,46.66,54.13,2011
1556,GLIBETIC 5MG 30TAB,30.0,10.22,14.0,16.24,2011
4854,GLIVEC 100MG 60 FCTAB,60.0,5867.55,6894.37,7997.47,2011
4855,GLIVEC 400MG 30 FCTAB,30.0,11848.81,13922.35,16149.92,2011
1756,GLUBEN 5MG 100TAB,100.0,34.06,46.66,54.13,2011
1757,GLUBEN 5MG 30TAB,30.0,10.22,14.0,16.24,2011
642,GLUCAGEN KIT 1MG,1.0,82.97,111.6,129.45,2011
3197,GLUCOMIN RET850MG30T,30.0,6.82,9.35,10.84,2011
1373,GLUCOPHAGE RET 30TAB,30.0,6.82,9.35,10.84,2011
2858,GLUCO-RITE 5MG 30TAB,30.0,10.46,14.34,16.63,2011
3530,GLUFOR 850MG 30TAB,30.0,6.82,9.35,10.84,2011
3392,GLYPHILLIN 250MG 20TAB,20.0,8.59,11.76,13.64,2011
6542,GONAL-F 600IU/ML PREFILLED PEN 0.5ML (300IU),1.0,574.79,675.37,783.43,2011
6543,GONAL-F 600IU/ML PREFILLED PEN 0.75ML (450 IU),1.0,853.85,1003.27,1163.79,2011
6544,GONAL-F 600UI/ML PREFILLED PEN 1.5ML (900 IU),1.0,1682.54,1976.98,2293.3,2011
4259,GRANOCYTE 34 5X33.6MUI/ML,5.0,2111.73,2481.29,2878.29,2011
2911,GRIFULINE FORTE 60T,60.0,7.62,10.44,12.11,2011
3803,GUTRON 2.5MG 20TAB,20.0,8.16,11.18,12.97,2011
58,GYNERA 1X21TAB,21.0,17.59,24.09,27.95,2011
2708,GYNERA 3X21TAB,63.0,52.76,70.96,82.31,2011
1277,GYNO PEVARYL 150 3OV,3.0,16.14,22.11,25.65,2011
1375,GYNO-DAKTARIN 400MG 3 OV,3.0,16.88,23.12,26.82,2011
1374,GYNO-DAKTARIN VAG CR40GR,40.0,14.07,19.27,22.36,2011
61,HALCION 0.125MG 10TAB,10.0,6.57,9.0,10.44,2011
64,HALCION 0.25MG 10TAB,10.0,12.75,17.46,20.26,2011
4260,HALDOL 5AMPX5MG/ML,5.0,10.11,13.85,16.07,2011
1379,HALDOL 5MG 25TAB,25.0,16.88,23.12,26.82,2011
2877,HALDOL DECANOATE 5A,5.0,251.16,295.12,342.34,2011
3470,HALDOL DROPS 15ML,15.0,4.84,6.63,7.69,2011
66,HALOTESTIN 5MG 20TAB,20.0,,,,2011
4086,HARMONET 21TAB,21.0,18.17,24.89,28.87,2011
4087,HARMONET 3X21TAB,63.0,54.5,73.3,85.03,2011
3217,HAVRIX 1440 MONODOSE,1.0,139.45,174.31,202.2,2011
3572,HAVRIX 720 JUNIOR 0.5ML,1.0,86.86,116.83,135.52,2011
4852,HEPATYRIX SUSP FOR INJ 1ML,1.0,250.74,294.61,341.75,2011
4714,HEPSERA 10MG 30TAB,30.0,2278.72,2677.49,3105.89,2011
4915,HERCEPTIN 440MG MULTIDOSE VIAL,1.0,8979.56,10550.98,12239.13,2011
1562,HEXAKAPRON 500MG 20T,20.0,25.16,34.47,39.99,2011
1105,HIPREX 1G 60TAB,60.0,38.03,51.16,59.34,2011
2882,HISTADEX 115ML,115.0,,,,2011
2191,HISTAFED COMP LINCTUS 115ML,115.0,,,,2011
3436,HUMALOG CART 3MLX5,15.0,149.93,187.42,217.4,2011
6630,HUMALOG KWIKPEN 100U/ML 5X3ML,15.0,170.81,213.52,247.68,2011
4918,HUMALOG MIX 25 CARTRIDGE 5X3ML,15.0,157.56,196.95,228.46,2011
6629,HUMALOG MIX 25 KWIKPEN 5X3ML,15.0,172.94,216.17,250.76,2011
4528,HUMALOG MIX 25 PEN 5X3ML,15.0,223.5,262.61,304.63,2011
4919,HUMALOG MIX 50 CARTRIDGE 5X3ML,15.0,157.56,196.95,228.46,2011
6628,HUMALOG MIX 50 KWIKPEN 5X3ML,15.0,172.94,216.17,250.76,2011
6102,HUMALOG MIX 50 PEN 5X3ML,15.0,227.69,267.53,310.34,2011
4980,HUMALOG NPL CART 5X3ML,15.0,222.46,261.39,303.21,2011
4981,HUMALOG NPL PEN 5X3ML,15.0,233.98,274.93,318.92,2011
3323,HUMALOG VIALS 10ML,10.0,84.83,114.1,132.35,2011
4766,HUMIRA 40MG/0.8ML 2 PREFILLED SYR.,2.0,5040.1,5922.11,6869.65,2011
2594,HUMULIN 70/30 10ML,10.0,63.35,85.21,98.84,2011
3317,HUMULIN 70/30CART5x3ML,15.0,122.42,153.03,177.51,2011
734,HUMULIN NPH 10ML,10.0,63.71,85.69,99.41,2011
3321,HUMULIN NPH CART 5x3ML,15.0,122.42,153.03,177.51,2011
3322,HUMULIN REGUL CART 5x3ML,15.0,117.22,146.52,169.97,2011
735,HUMULIN REGULAR 10ML,10.0,63.71,85.69,99.41,2011
6353,HYCAMTIN 0.25MG 10 CAPS,10.0,693.32,814.65,944.99,2011
6352,HYCAMTIN 1MG 10 CAPS,10.0,2728.0,3205.4,3718.27,2011
3401,HYCAMTIN 4MG 1VIAL,1.0,1889.98,2220.73,2576.04,2011
1565,HYCOCIN OINT 3.5GR,3.5,,,,2011
1566,HYCOMYCIN OINT 15GR,15.0,,,,2011
925,HYDERGIN 1.5MG 30TAB,30.0,15.61,21.39,24.82,2011
2395,HYDROAGISTEN CR 15GR,15.0,22.33,30.6,35.49,2011
1568,HYPNODORM 2MG 10TAB,10.0,,,,2011
1760,HYPOTENS 1MG 50TAB,50.0,15.32,20.99,24.35,2011
4261,HYTRIN 2MG 28TAB,28.0,23.76,32.55,37.76,2011
3380,HYTRIN BPH 10MG 28TAB,28.0,68.82,92.56,107.37,2011
3364,HYTRIN BPH 5MG 28TAB,28.0,46.2,62.14,72.09,2011
3381,HYTRIN BPH STARTER,14.0,37.56,51.46,59.69,2011
1767,IBUFEN 400MG 50TAB,50.0,22.6,30.97,35.92,2011
1768,IBUFEN 600MG 30TAB,30.0,9.15,12.54,14.55,2011
1569,IKACLOMIN 50MG 10TAB,10.0,22.65,31.03,36.0,2011
1570,IKACOR 120MG 50TAB,50.0,17.25,23.63,27.41,2011
1572,IKACOR 40MG 50TAB,50.0,7.13,9.77,11.33,2011
1571,IKACOR 80MG 50TAB,50.0,11.01,15.08,17.5,2011
3330,IKAPRESS 180MG 30 SR TAB,30.0,25.85,35.41,41.08,2011
1573,IKAPRESS 240MG 30 SR TAB,30.0,25.7,35.21,40.84,2011
6646,ILARIS 150MG/ML VIAL 6ML,1.0,55497.47,65209.53,75643.06,2011
2802,ILOMEDINE AMP,1.0,,,,2011
270,IMITREX 100MG 6TAB,6.0,63.11,84.88,98.46,2011
